service_id,vehicle_id,customer_id,service_date,service_type,service_cost,dealer_id,satisfaction_score
507,12,2314,14-09-2024,Brake Service,33276,16,5
508,12,3102,18-04-2025,General Service,35267,24,5
509,2,3032,04-10-2023,Wheel Alignment,6569,30,4
510,3,3179,03-08-2023,General Service,16244,5,4
511,12,3611,20-02-2026,Brake Service,43523,24,4
512,11,3072,05-08-2023,Oil Change,27855,6,2
513,7,600,16-09-2024,Battery Replacement,15796,2,4
514,3,2315,06-05-2025,General Service,33516,4,2
515,3,2622,30-09-2023,Wheel Alignment,33107,6,2
516,8,1841,08-04-2025,Wheel Alignment,32266,5,5
517,11,1198,16-10-2024,Engine Repair,30475,36,5
518,9,4239,25-10-2025,Wheel Alignment,8621,35,2
519,2,3837,02-07-2024,Oil Change,7251,2,2
520,3,2125,26-03-2026,Brake Service,43242,1,3
521,1,14,25-02-2025,Battery Replacement,44909,15,4
522,5,4177,20-11-2025,Wheel Alignment,2652,23,4
523,12,3340,14-07-2023,Battery Replacement,37073,6,2
524,10,3128,14-05-2026,Engine Repair,20165,25,1
525,11,2200,20-06-2023,Battery Replacement,4600,34,4
526,7,3972,05-04-2025,General Service,32552,17,4
527,5,2867,22-09-2023,Wheel Alignment,38016,27,1
528,10,763,10-11-2023,Brake Service,31288,25,4
529,6,3720,03-08-2023,Brake Service,11495,17,5
530,9,932,26-05-2025,Oil Change,22302,23,3
531,1,2597,11-05-2025,General Service,33011,29,1
532,8,4398,08-08-2023,Oil Change,5796,15,4
533,7,4753,09-09-2024,Engine Repair,12620,29,1
534,9,854,28-06-2023,General Service,39945,37,1
535,1,3444,10-12-2023,Oil Change,19270,40,1
536,1,2490,16-07-2025,Engine Repair,37722,38,2
537,1,3062,05-09-2024,Brake Service,25445,33,2
538,3,4947,03-06-2025,General Service,23860,25,3
539,2,410,25-03-2026,Brake Service,32236,32,4
540,5,1581,16-08-2023,Wheel Alignment,8309,14,3
541,2,2992,30-12-2023,Oil Change,37173,4,3
542,6,1778,11-12-2024,General Service,10829,15,2
543,12,3272,28-10-2024,Engine Repair,24588,33,4
544,4,3609,18-12-2023,Oil Change,36531,25,3
545,3,635,11-09-2024,Wheel Alignment,10735,2,2
546,3,1677,23-10-2024,Wheel Alignment,37438,17,5
547,11,4553,24-09-2024,General Service,6500,16,4
548,8,4203,10-02-2026,Oil Change,22113,37,2
549,5,2595,31-12-2024,Oil Change,44978,27,5
550,6,3243,20-11-2025,Brake Service,38270,35,5
551,1,2464,25-01-2025,Brake Service,3404,35,5
552,11,1465,19-07-2023,General Service,37957,39,1
553,5,3221,29-08-2024,Brake Service,34728,39,4
554,9,1402,18-04-2025,General Service,8996,19,4
555,1,4161,15-11-2025,Brake Service,26123,20,1
556,2,1352,26-02-2026,Oil Change,23631,19,2
557,6,1447,23-05-2024,Brake Service,11737,35,4
558,11,3235,14-08-2024,General Service,43900,25,4
559,3,2354,28-11-2025,Engine Repair,9809,31,1
560,8,4495,10-11-2025,Wheel Alignment,20326,2,4
561,9,871,03-04-2024,Battery Replacement,40199,22,1
562,10,1163,06-12-2024,General Service,39089,32,2
563,9,3017,31-12-2024,Brake Service,14218,10,1
564,2,4101,19-02-2024,General Service,11564,14,3
565,4,3077,04-10-2024,Oil Change,33572,32,1
566,3,4304,04-07-2023,Wheel Alignment,32965,34,4
567,3,1347,18-07-2023,Engine Repair,12166,31,1
568,7,207,22-04-2025,Wheel Alignment,9486,6,1
569,6,365,25-11-2024,Battery Replacement,9368,18,2
570,7,2257,24-04-2026,Wheel Alignment,7044,10,1
571,8,2537,26-07-2024,General Service,4019,8,4
572,5,4307,06-05-2025,Battery Replacement,33767,16,2
573,7,3967,18-07-2024,Engine Repair,11692,9,5
574,3,1682,08-07-2023,Wheel Alignment,40000,27,4
575,9,2142,23-10-2025,Brake Service,18754,16,1
576,11,2183,30-08-2023,Brake Service,23503,39,1
577,5,4003,27-01-2024,Battery Replacement,7649,34,2
578,1,2969,04-03-2024,Oil Change,35396,40,2
579,8,55,28-12-2024,General Service,40509,7,4
580,1,1892,12-09-2024,Battery Replacement,32549,7,1
581,5,1180,12-09-2024,Brake Service,19275,15,5
582,1,3040,03-02-2024,Oil Change,2904,2,4
583,5,2840,19-10-2025,Oil Change,33011,39,3
584,2,1914,09-07-2025,Brake Service,8608,25,3
585,1,2487,28-12-2024,Brake Service,7036,15,2
586,7,230,11-07-2025,Oil Change,44730,19,5
587,10,202,07-07-2024,General Service,33736,34,5
588,8,3804,07-08-2023,Wheel Alignment,8097,8,4
589,5,410,08-05-2024,Wheel Alignment,16014,27,3
590,7,1611,01-10-2025,Oil Change,15899,21,3
591,11,115,05-12-2023,Wheel Alignment,3674,1,5
592,2,3363,08-12-2024,Engine Repair,23920,14,3
593,2,572,06-04-2024,Engine Repair,38297,28,5
594,10,1686,12-03-2026,Wheel Alignment,34292,29,1
595,7,179,13-01-2024,Engine Repair,16989,25,1
596,1,4461,26-07-2025,Brake Service,16576,38,5
597,9,1035,14-05-2026,Wheel Alignment,23236,24,3
598,2,3594,10-12-2025,Oil Change,2621,31,3
599,12,1102,09-11-2024,General Service,13005,3,2
600,1,1819,07-05-2026,Battery Replacement,24991,26,3
601,12,1066,12-10-2024,Wheel Alignment,34652,24,1
602,6,697,29-11-2025,Brake Service,3459,5,2
603,9,4952,23-01-2026,Wheel Alignment,24448,31,4
604,1,3585,31-01-2026,Oil Change,21272,37,2
605,6,623,15-07-2023,Wheel Alignment,21124,22,1
606,5,1264,29-05-2024,Wheel Alignment,2669,9,2
607,1,1897,07-08-2024,Battery Replacement,12251,7,5
608,4,2840,09-01-2024,General Service,8949,6,2
609,1,1351,08-05-2026,Oil Change,10363,35,1
610,6,1395,05-11-2025,Engine Repair,11270,14,2
611,2,3019,10-11-2023,Brake Service,36360,38,2
612,6,4638,05-04-2025,Engine Repair,27974,18,3
613,3,3977,29-07-2024,Wheel Alignment,37523,38,2
614,6,2559,08-05-2025,Oil Change,41384,31,5
615,1,3082,18-11-2024,Oil Change,2372,38,3
616,5,4666,31-12-2024,Oil Change,41303,25,4
617,7,4080,24-01-2024,Brake Service,35485,13,1
618,8,1102,12-09-2024,Battery Replacement,42124,12,5
619,4,3364,07-05-2025,Oil Change,38242,2,5
620,9,952,28-04-2026,Battery Replacement,44518,23,2
621,11,2287,18-07-2023,Engine Repair,13721,15,2
622,11,2682,11-06-2025,Wheel Alignment,38176,29,4
623,1,1823,25-05-2025,General Service,11372,29,3
624,10,1263,27-12-2024,Oil Change,11714,22,3
625,1,2465,24-06-2025,Brake Service,30432,8,4
626,2,2913,19-04-2026,General Service,28933,36,4
627,4,524,01-03-2026,Battery Replacement,43544,28,1
628,12,1300,10-05-2024,Engine Repair,33703,27,4
629,11,2869,10-07-2024,Wheel Alignment,5406,38,1
630,6,4476,08-11-2023,Engine Repair,36390,25,3
631,10,48,26-10-2023,Wheel Alignment,32426,40,5
632,11,1725,14-09-2025,Battery Replacement,6240,29,1
633,9,516,07-10-2023,Wheel Alignment,21768,6,3
634,3,4941,21-03-2024,Wheel Alignment,40330,40,4
635,2,2139,09-12-2024,Battery Replacement,2077,15,2
636,3,530,04-04-2026,General Service,15507,23,2
637,12,3780,09-03-2026,Wheel Alignment,38040,19,2
638,7,983,12-05-2025,Battery Replacement,44332,32,5
639,9,680,25-02-2025,Wheel Alignment,43564,31,1
640,12,2471,08-11-2023,Wheel Alignment,19758,5,4
641,7,4218,24-03-2026,Battery Replacement,43211,17,1
642,7,1040,26-07-2025,General Service,24525,33,4
643,11,4300,27-07-2023,Oil Change,44117,9,2
644,8,1990,11-02-2024,Brake Service,15392,33,2
645,5,4052,11-12-2025,Oil Change,21560,6,4
646,12,1600,27-12-2025,Battery Replacement,2427,2,5
647,5,1752,09-08-2025,Engine Repair,28345,31,3
648,9,36,27-02-2025,Battery Replacement,24739,26,5
649,6,3851,08-06-2024,Wheel Alignment,36865,29,4
650,12,1984,31-12-2025,Engine Repair,9100,5,2
651,4,223,14-07-2025,Wheel Alignment,25909,27,1
652,8,3503,05-10-2023,Oil Change,35562,26,3
653,11,2103,31-05-2025,Engine Repair,24106,31,1
654,6,1607,19-09-2023,Wheel Alignment,37455,33,4
655,10,3865,14-12-2025,Oil Change,11998,19,3
656,10,1119,08-04-2025,Wheel Alignment,32931,15,2
657,4,99,06-12-2024,Battery Replacement,37052,25,1
658,4,3787,27-01-2024,Wheel Alignment,20031,3,2
659,3,3117,03-10-2023,Oil Change,17461,38,5
660,3,955,18-07-2025,Wheel Alignment,17638,33,1
661,12,4614,17-02-2026,Wheel Alignment,23571,30,4
662,9,838,12-12-2024,Brake Service,42469,26,4
663,6,2667,31-07-2024,Brake Service,6583,12,1
664,8,1053,22-03-2024,Battery Replacement,38644,39,2
665,6,2809,29-03-2026,Oil Change,25179,3,1
666,1,849,27-04-2024,Oil Change,5777,23,5
667,8,3536,02-03-2026,Oil Change,14269,11,5
668,6,4514,19-01-2025,Brake Service,24882,32,3
669,7,1953,24-05-2023,General Service,34619,31,3
670,11,4826,20-04-2025,Oil Change,38338,32,5
671,3,2965,18-02-2026,Wheel Alignment,25924,36,5
672,9,2402,07-08-2023,General Service,33826,38,1
673,11,4344,01-08-2025,Battery Replacement,23818,23,2
674,9,1206,23-02-2025,Brake Service,34786,39,3
675,7,4273,31-05-2025,Battery Replacement,29793,9,3
676,5,3566,26-01-2025,Wheel Alignment,26930,3,1
677,11,3193,03-10-2025,Brake Service,15010,27,3
678,9,4660,23-09-2024,Battery Replacement,22488,15,4
679,6,943,06-04-2026,Battery Replacement,21741,40,2
680,8,3952,12-07-2024,Brake Service,39390,34,1
681,6,2084,30-12-2025,General Service,22850,35,5
682,6,1455,24-07-2023,Brake Service,41326,18,1
683,3,3926,13-07-2023,Wheel Alignment,40985,13,5
684,4,350,15-06-2025,Oil Change,41306,21,1
685,11,4233,27-02-2025,General Service,19604,10,1
686,1,1582,11-12-2025,Battery Replacement,13401,30,1
687,9,2235,14-08-2023,Brake Service,8679,7,3
688,10,1592,10-07-2023,Oil Change,31228,36,1
689,11,536,21-03-2025,Wheel Alignment,28894,2,4
690,7,3952,29-03-2025,Brake Service,29852,7,4
691,2,3427,04-06-2024,Wheel Alignment,41848,40,4
692,2,1587,05-06-2023,Brake Service,7498,10,1
693,4,80,20-04-2025,Wheel Alignment,30330,16,3
694,9,4049,09-07-2024,General Service,41395,10,4
695,9,2014,07-09-2023,General Service,42164,1,5
696,7,3378,24-08-2024,Battery Replacement,9778,29,1
697,7,4671,28-01-2026,Oil Change,25879,9,5
698,8,2570,24-12-2025,Engine Repair,10271,1,3
699,6,3714,24-01-2025,Oil Change,35960,35,1
700,10,1235,28-12-2023,Engine Repair,36784,4,3
701,12,3588,07-10-2025,General Service,18976,31,4
702,8,1493,30-07-2023,Brake Service,28153,32,2
703,7,3751,03-01-2024,Wheel Alignment,41614,35,3
704,5,3534,15-09-2025,Brake Service,38086,6,4
705,11,268,16-05-2025,Engine Repair,30555,5,3
706,7,2926,27-07-2024,Battery Replacement,23633,14,2
707,5,934,05-10-2025,Wheel Alignment,11087,1,3
708,6,2962,01-07-2023,Wheel Alignment,20811,23,4
709,3,1910,13-05-2026,Wheel Alignment,43467,25,1
710,4,273,22-10-2025,Battery Replacement,36963,32,4
711,1,3592,17-02-2024,Battery Replacement,32882,1,1
712,9,1783,06-11-2025,Engine Repair,24495,18,5
713,3,843,01-06-2025,Battery Replacement,35452,21,1
714,1,682,28-12-2023,Engine Repair,29507,5,1
715,6,2189,02-12-2023,General Service,39183,6,1
716,6,678,01-06-2025,Brake Service,31338,6,3
717,8,4370,21-04-2024,Battery Replacement,41483,15,4
718,7,2201,04-07-2025,General Service,12770,11,3
719,4,4076,13-07-2024,Brake Service,18861,29,5
720,2,1809,04-10-2024,Oil Change,38815,15,1
721,9,1291,30-08-2024,Brake Service,8940,35,5
722,10,637,13-09-2024,Battery Replacement,14279,35,2
723,10,4461,21-06-2025,General Service,12631,22,1
724,6,1752,17-08-2025,Wheel Alignment,28072,5,4
725,6,1980,14-11-2025,Oil Change,28063,24,1
726,3,4258,29-02-2024,Oil Change,9307,25,4
727,3,3225,03-08-2024,Engine Repair,12131,9,4
728,9,3494,19-09-2023,General Service,4741,11,5
729,10,3240,17-05-2026,General Service,17871,26,3
730,12,871,31-12-2023,Brake Service,14000,7,5
731,4,118,10-02-2026,Oil Change,44844,17,5
732,12,370,16-08-2024,Wheel Alignment,20710,12,5
733,9,168,07-06-2024,Brake Service,18594,31,3
734,3,4092,04-10-2024,Brake Service,19127,6,4
735,11,4044,15-06-2025,Engine Repair,23999,16,4
736,1,1950,07-11-2025,Engine Repair,14475,36,5
737,2,468,24-04-2026,Oil Change,37908,1,2
738,1,1747,26-06-2025,General Service,11225,40,4
739,6,475,23-05-2024,Oil Change,12776,25,3
740,8,1651,15-03-2024,General Service,21575,2,3
741,2,3147,15-09-2024,General Service,31714,2,1
742,7,1757,03-01-2025,General Service,6909,7,2
743,9,1458,22-03-2026,Brake Service,32075,10,3
744,5,4917,21-10-2023,Brake Service,34569,34,5
745,1,3827,31-12-2023,Brake Service,43928,39,5
746,2,1618,05-02-2025,General Service,11983,10,5
747,1,4445,30-05-2025,Brake Service,35609,11,1
748,10,1965,10-04-2025,Brake Service,19661,35,1
749,5,4803,12-08-2025,General Service,24778,26,1
750,3,1979,13-12-2023,Brake Service,30007,35,5
751,11,1867,27-10-2025,Brake Service,21097,11,3
752,4,2765,11-10-2024,Battery Replacement,44360,38,4
753,2,30,21-06-2025,Oil Change,32048,10,5
754,3,1309,22-02-2026,Brake Service,35754,18,1
755,5,3088,02-05-2026,Wheel Alignment,44818,18,1
756,5,1255,19-03-2026,Battery Replacement,21179,13,3
757,7,1049,29-02-2024,Brake Service,16021,35,5
758,3,2893,20-07-2024,Battery Replacement,27727,33,2
759,6,4962,04-07-2024,Engine Repair,3141,22,4
760,6,3137,18-01-2024,Battery Replacement,11840,39,4
761,7,3314,27-04-2026,Battery Replacement,3929,24,3
762,8,3741,20-01-2026,Oil Change,34129,36,1
763,7,3106,04-12-2025,Oil Change,15116,38,1
764,3,1765,28-12-2025,General Service,17166,14,3
765,1,2690,23-10-2025,Wheel Alignment,27814,18,4
766,11,4940,12-12-2023,Engine Repair,17261,35,1
767,10,4975,01-09-2024,Battery Replacement,20628,24,1
768,12,4337,27-11-2023,Battery Replacement,17893,28,1
769,11,2774,26-09-2025,General Service,16335,34,5
770,10,4473,10-02-2026,General Service,26374,39,2
771,11,227,16-06-2025,Engine Repair,44999,14,5
772,9,1873,10-05-2026,General Service,27502,34,1
773,10,1501,26-07-2025,Battery Replacement,37550,24,2
774,10,3191,28-08-2025,General Service,15002,18,1
775,8,1988,22-06-2024,Engine Repair,35111,39,3
776,5,246,01-05-2026,Wheel Alignment,44185,2,2
777,10,4362,22-11-2025,Battery Replacement,15269,16,3
778,12,1248,06-07-2025,Engine Repair,27157,9,1
779,6,953,21-02-2025,Oil Change,28008,34,3
780,9,4791,26-11-2025,Wheel Alignment,44554,26,1
781,5,1121,16-12-2024,General Service,34766,38,4
782,11,1667,09-12-2023,General Service,7909,35,1
783,11,127,03-02-2026,Battery Replacement,16233,30,2
784,12,2903,19-05-2023,Oil Change,2689,29,1
785,5,4840,23-03-2025,General Service,43285,17,2
786,7,268,20-10-2023,General Service,20325,8,2
787,9,2910,07-02-2024,Wheel Alignment,36307,33,1
788,8,4381,30-03-2026,Wheel Alignment,18229,31,2
789,4,3305,10-05-2024,Brake Service,13741,30,5
790,3,3709,02-02-2024,General Service,8671,34,3
791,11,987,25-06-2024,Brake Service,27333,34,5
792,6,3967,22-10-2023,General Service,37647,10,4
793,8,580,27-01-2024,Oil Change,20549,6,5
794,4,3379,18-06-2023,Oil Change,31558,36,1
795,9,954,22-08-2025,Engine Repair,14106,11,2
796,4,4100,12-12-2024,Oil Change,11040,26,3
797,7,4084,23-10-2025,Battery Replacement,7280,34,2
798,9,58,12-11-2025,Engine Repair,33926,3,3
799,5,3744,30-10-2023,Brake Service,42684,40,2
800,1,2687,06-04-2024,Brake Service,2853,10,2
801,5,380,13-01-2025,Brake Service,5866,33,5
802,9,1168,14-08-2023,Engine Repair,27993,27,4
803,9,4379,08-01-2024,Wheel Alignment,9349,35,5
804,7,1547,19-01-2024,Brake Service,22982,5,1
805,4,1936,19-06-2025,General Service,26957,25,3
806,12,3328,31-01-2024,Engine Repair,3760,18,4
807,9,1207,04-10-2023,Battery Replacement,6708,2,3
808,5,3809,11-07-2023,Battery Replacement,29130,36,1
809,12,239,17-08-2023,Oil Change,36562,19,4
810,2,2442,03-08-2024,Oil Change,27545,18,1
811,1,4114,04-07-2025,Brake Service,14834,35,2
812,6,2006,10-03-2024,Battery Replacement,32616,4,5
813,12,801,17-09-2023,Engine Repair,42403,6,3
814,3,4661,06-12-2024,Battery Replacement,16094,38,4
815,3,1132,16-04-2026,Wheel Alignment,26396,26,5
816,5,4155,31-12-2023,General Service,32299,21,2
817,1,2357,21-01-2026,Wheel Alignment,36103,21,5
818,3,2969,09-10-2025,Battery Replacement,42236,3,5
819,2,3006,30-11-2024,Engine Repair,8047,24,1
820,9,2369,08-03-2025,Engine Repair,28461,36,5
821,5,4815,06-09-2024,Brake Service,17561,34,1
822,8,4231,27-10-2025,General Service,18499,33,2
823,1,3151,27-07-2024,Engine Repair,25624,5,5
824,7,4095,21-05-2024,Battery Replacement,13254,39,4
825,5,1817,09-04-2025,Engine Repair,20259,32,5
826,6,3107,28-04-2025,Battery Replacement,41121,24,2
827,11,251,12-04-2026,Battery Replacement,23643,26,1
828,5,2155,25-11-2024,Engine Repair,39910,1,3
829,6,3756,28-04-2026,Brake Service,34502,36,5
830,3,518,21-08-2025,Wheel Alignment,11354,27,1
831,9,1674,11-06-2025,Engine Repair,18355,7,4
832,1,1082,13-02-2024,General Service,14727,14,1
833,3,2982,29-03-2026,Wheel Alignment,29819,1,4
834,12,2300,31-05-2024,Oil Change,40558,37,5
835,12,606,22-08-2023,Engine Repair,44356,9,3
836,8,1502,12-12-2024,General Service,9104,39,2
837,8,3964,27-05-2025,General Service,35930,34,3
838,5,713,08-08-2025,Engine Repair,2608,35,2
839,5,1977,25-07-2024,Brake Service,42563,2,1
840,11,2351,03-11-2023,Oil Change,16597,22,1
841,12,46,28-03-2025,Oil Change,14061,38,5
842,11,784,18-04-2024,Brake Service,15284,36,5
843,7,293,23-11-2023,Wheel Alignment,8120,6,5
844,2,4020,03-02-2026,Brake Service,24067,11,4
845,8,3056,11-04-2026,Wheel Alignment,38495,34,2
846,6,704,20-04-2024,Wheel Alignment,6581,26,2
847,9,68,20-01-2024,Engine Repair,34454,1,2
848,5,4429,18-04-2024,Brake Service,43284,24,2
849,4,373,31-01-2025,Brake Service,17117,27,3
850,9,424,23-05-2025,Wheel Alignment,32304,3,1
851,2,2578,25-06-2025,Battery Replacement,29740,1,2
852,4,62,02-05-2026,Engine Repair,28326,12,5
853,6,3450,03-11-2023,General Service,30144,1,5
854,3,4376,04-03-2024,General Service,37424,12,5
855,1,1306,31-01-2025,Wheel Alignment,40103,34,4
856,8,1920,23-12-2025,Brake Service,36525,32,4
857,6,4458,04-08-2024,General Service,34878,2,4
858,10,294,11-09-2024,Engine Repair,20971,22,1
859,6,4743,10-06-2023,Battery Replacement,3893,9,5
860,2,3658,05-08-2024,Brake Service,21454,22,5
861,8,4951,09-08-2024,Wheel Alignment,14199,34,5
862,1,2863,22-02-2024,Engine Repair,35208,2,5
863,7,1418,12-05-2024,Brake Service,43927,19,1
864,3,4431,20-11-2023,Battery Replacement,37977,24,1
865,3,269,18-02-2025,Battery Replacement,21198,8,1
866,12,948,18-05-2025,General Service,14453,27,5
867,9,4206,21-08-2024,General Service,38612,36,1
868,2,2999,13-05-2024,Wheel Alignment,16643,5,1
869,1,1347,21-08-2025,General Service,42514,39,1
870,4,2031,25-05-2025,Brake Service,20406,17,5
871,2,2347,25-12-2025,Battery Replacement,29575,40,5
872,9,2640,06-11-2025,Brake Service,37098,36,5
873,7,1787,14-10-2023,Battery Replacement,31589,28,4
874,11,4985,08-02-2026,Brake Service,34908,7,3
875,1,2456,07-11-2023,Oil Change,36964,16,5
876,5,3014,13-01-2026,Engine Repair,6345,17,2
877,12,4985,22-04-2025,General Service,29035,3,1
878,9,3086,30-10-2025,Brake Service,15629,34,2
879,10,2751,24-08-2024,Oil Change,25710,32,3
880,4,316,23-01-2025,Oil Change,27319,39,4
881,3,218,16-01-2026,Wheel Alignment,42190,6,2
882,4,3890,15-01-2026,Brake Service,4444,11,5
883,12,2093,28-08-2023,General Service,4938,30,5
884,1,1932,07-11-2025,Wheel Alignment,35290,34,1
885,12,3533,04-09-2023,Wheel Alignment,10124,20,4
886,6,3698,02-10-2023,Battery Replacement,8361,12,2
887,2,1239,21-01-2024,Brake Service,38190,14,4
888,3,2019,20-09-2025,Wheel Alignment,30635,38,4
889,5,4463,10-12-2023,General Service,33055,29,5
890,10,3227,01-06-2023,Brake Service,29899,23,1
891,10,4229,30-05-2025,Wheel Alignment,14729,36,2
892,12,1861,04-11-2023,Oil Change,10143,40,3
893,7,3080,25-07-2024,Engine Repair,31352,38,2
894,2,3299,03-08-2023,Battery Replacement,32400,30,2
895,10,2610,18-11-2023,Oil Change,30783,33,4
896,8,209,14-09-2024,General Service,40808,30,1
897,12,3092,25-01-2024,Battery Replacement,41390,15,2
898,2,248,26-10-2024,Engine Repair,11511,29,2
899,8,3393,01-08-2025,Engine Repair,30978,28,4
900,6,3175,19-04-2026,General Service,43402,20,4
901,3,459,29-05-2023,Wheel Alignment,37574,18,2
902,4,144,07-08-2025,Oil Change,43474,27,3
903,1,2909,15-09-2025,Engine Repair,28290,32,2
904,2,3530,18-07-2025,Battery Replacement,28294,28,4
905,12,2353,07-12-2023,Battery Replacement,34546,9,4
906,1,2525,16-09-2025,General Service,36485,39,5
907,6,3149,24-05-2025,Brake Service,8814,16,2
908,5,4590,22-10-2023,Brake Service,5232,6,5
909,11,2120,21-12-2025,Battery Replacement,37435,20,3
910,10,976,04-03-2026,Battery Replacement,3112,7,3
911,1,3592,30-01-2024,Brake Service,20587,35,2
912,11,2308,09-06-2025,Engine Repair,38683,12,5
913,3,147,28-03-2026,Battery Replacement,43608,28,1
914,12,380,05-11-2025,Wheel Alignment,19425,34,4
915,3,3370,01-08-2024,Battery Replacement,2304,19,4
916,1,3613,31-07-2023,Wheel Alignment,20847,10,1
917,11,491,01-08-2024,Brake Service,31776,18,5
918,2,2834,29-08-2024,Engine Repair,6360,31,3
919,8,904,20-10-2024,Oil Change,27066,21,1
920,4,3353,14-11-2024,Battery Replacement,10192,7,3
921,3,135,10-12-2024,Brake Service,28955,34,4
922,6,2460,30-10-2025,General Service,24974,14,3
923,7,2242,14-01-2026,Wheel Alignment,22821,1,3
924,12,3571,22-08-2025,Brake Service,24332,40,4
