loan_id,order_id,loan_amount,interest_rate,loan_tenure_months,emi_amount,loan_status,credit_score_band,default_flag
504,4985,2187260,7.95,36,60757.22,Active,High,1
505,795,1521696,10.88,24,63404,Active,High,1
506,10042,2569289,9.06,48,53526.85,Default,High,0
507,14443,1492535,10.19,48,31094.48,Active,High,0
508,10310,979105,11.56,36,27197.36,Active,Medium,1
509,1035,709128,9.67,36,19698,Active,Low,0
510,1455,890014,10.62,72,12361.31,Active,Medium,0
511,11147,509220,11.23,72,7072.5,Active,High,1
512,1535,773794,8.61,48,16120.71,Active,Low,0
513,8930,1177224,8.45,48,24525.5,Active,Medium,0
514,9354,643806,9.67,72,8941.75,Closed,Low,0
515,7485,1051587,13.5,60,17526.45,Active,Medium,0
516,10328,2453921,8.63,48,51123.35,Active,Low,0
517,5050,2123255,10.95,24,88468.96,Closed,Medium,0
518,3099,864965,9.91,36,24026.81,Active,Low,1
519,169,449448,11.44,60,7490.8,Active,Low,1
520,9842,1078904,10.09,48,22477.17,Active,Medium,1
521,1494,444361,9.67,48,9257.52,Active,Low,1
522,7059,592079,9.36,36,16446.64,Active,High,1
523,9090,1895266,9.44,48,39484.71,Active,Medium,1
524,2967,839719,11.36,48,17494.15,Active,Low,1
525,435,989159,11.59,48,20607.48,Active,Medium,0
526,13845,1686612,14.18,36,46850.33,Active,Medium,1
527,13998,2778696,10.86,60,46311.6,Active,Medium,0
528,10841,578342,9.8,60,9639.03,Closed,Low,0
529,4314,1089256,10.09,24,45385.67,Active,Low,1
530,11815,847897,13.92,36,23552.69,Closed,Medium,1
531,13442,1368854,10.47,36,38023.72,Active,High,1
532,4078,714903,9.28,48,14893.81,Active,Medium,1
533,14563,2119749,11.76,36,58881.92,Closed,High,0
534,13394,1194165,9.44,72,16585.62,Active,Low,0
535,3781,1960981,13.89,24,81707.54,Closed,Medium,1
536,5387,1044539,8.5,60,17408.98,Active,Low,0
537,7535,789525,10.83,36,21931.25,Active,High,0
538,926,614519,7.51,48,12802.48,Default,Medium,1
539,9103,1262913,12.19,36,35080.92,Closed,Low,1
540,7337,1198864,8.23,60,19981.07,Active,Medium,0
541,13573,551542,7.77,48,11490.46,Active,Medium,0
542,11098,1288161,8.11,60,21469.35,Active,High,1
543,9101,2528803,14.08,72,35122.26,Active,Medium,0
544,1108,1753568,14.16,36,48710.22,Default,Low,1
545,1054,2170716,11.22,36,60297.67,Active,Medium,0
546,8607,807830,9.76,48,16829.79,Closed,High,1
547,4216,666855,11.72,72,9261.88,Default,Low,0
548,13830,1378959,8.85,60,22982.65,Closed,Medium,1
549,10897,2760230,9.96,36,76673.06,Active,High,0
550,1023,1169967,13.49,48,24374.31,Active,Low,1
551,14702,1898128,7.53,72,26362.89,Active,Low,0
552,10674,2044205,9.07,36,56783.47,Active,Low,1
553,6670,893301,11.87,24,37220.88,Active,Medium,1
554,5026,1035667,8.74,48,21576.4,Active,Low,0
555,8604,2101486,10.4,48,43780.96,Active,Low,0
556,6078,1373103,11.91,60,22885.05,Active,Low,0
557,2513,918473,10.89,48,19134.85,Active,Low,1
558,4245,1499222,12.57,36,41645.06,Active,Low,1
559,6422,582309,11.89,48,12131.44,Closed,Low,1
560,2202,1000818,9.65,24,41700.75,Active,Medium,1
561,7822,793556,9.25,24,33064.83,Closed,High,1
562,14007,1232494,12.43,24,51353.92,Active,Low,1
563,7979,1269898,12.05,72,17637.47,Active,High,0
564,4514,578037,10.75,60,9633.95,Active,Medium,0
565,4673,1174732,12.48,24,48947.17,Active,Low,1
566,12528,574435,10.87,60,9573.92,Active,Medium,0
567,9751,856108,8.28,60,14268.47,Active,Low,0
568,469,1342611,11.47,60,22376.85,Active,Medium,1
569,3370,1016663,11.62,60,16944.38,Active,Medium,1
570,13153,837124,11.97,60,13952.07,Active,Low,0
571,11104,792472,11.58,60,13207.87,Active,Low,1
572,13779,2429758,8.83,24,101239.92,Active,High,0
573,13409,832265,12.4,36,23118.47,Active,Low,0
574,4979,1857126,9.07,60,30952.1,Active,Low,1
575,13138,1231429,10.79,24,51309.54,Active,Low,1
576,6283,989976,11.11,72,13749.67,Closed,High,1
577,6598,1523769,11.6,72,21163.46,Active,High,0
578,3480,1437587,12.03,60,23959.78,Active,Low,1
579,12880,1746931,10.76,60,29115.52,Active,Medium,0
580,5793,823836,9.93,48,17163.25,Active,High,0
581,14075,529867,8.87,48,11038.9,Default,Low,1
582,13216,894447,7.91,24,37268.62,Active,Low,1
583,6726,836539,13.08,72,11618.6,Default,Medium,0
584,5196,905093,13.28,60,15084.88,Active,Low,0
585,519,2483104,7.87,36,68975.11,Active,High,1
586,440,658400,12.07,24,27433.33,Active,Low,0
587,2862,1256685,11.78,36,34907.92,Active,High,1
588,11145,918211,13.73,48,19129.4,Active,Low,1
589,11286,685041,11.02,60,11417.35,Active,Low,1
590,12573,1672803,11.38,24,69700.12,Active,Medium,1
591,14382,731902,10.38,60,12198.37,Active,Medium,0
592,9939,632183,14.05,36,17560.64,Active,Medium,0
593,14482,1404146,8.82,48,29253.04,Active,High,1
594,8383,930810,14.28,48,19391.88,Closed,Medium,0
595,10110,1452733,9.16,24,60530.54,Default,High,1
596,2381,545027,8.51,36,15139.64,Active,High,1
597,28,1736349,10.72,60,28939.15,Default,High,0
598,11627,889137,7.62,60,14818.95,Active,Medium,0
599,6956,1401248,9.65,60,23354.13,Active,Low,1
600,903,914525,10.39,36,25403.47,Closed,Low,1
601,5036,1098298,10.18,48,22881.21,Active,Low,0
602,4852,1785817,11.89,72,24803.01,Active,High,1
603,13790,888026,8.29,24,37001.08,Active,Medium,1
604,2609,1383672,11.06,48,28826.5,Closed,High,1
605,11966,1494475,10.56,36,41513.19,Closed,High,0
606,9233,1241353,11.43,36,34482.03,Active,Low,0
607,12194,609495,10.3,48,12697.81,Default,High,1
608,2532,1797775,8.35,60,29962.92,Closed,Low,1
609,3703,894750,12.87,24,37281.25,Active,Low,0
610,12849,2014540,10.38,24,83939.17,Active,High,0
611,2110,830030,11.15,24,34584.58,Closed,High,0
612,11414,1291853,7.57,60,21530.88,Closed,High,1
613,6221,953451,9.45,60,15890.85,Active,High,1
614,2345,535651,7.84,48,11159.4,Closed,High,1
615,14666,1893896,10.32,24,78912.33,Active,High,1
616,7884,1099545,11.39,60,18325.75,Active,Medium,1
617,11319,1926855,13.57,60,32114.25,Default,Low,1
618,8086,1228857,12.77,72,17067.46,Closed,Low,1
619,2413,870349,14.46,24,36264.54,Active,Low,1
620,12927,757024,11.87,48,15771.33,Active,High,1
621,1062,551621,11.84,36,15322.81,Active,Medium,0
622,6587,653154,13.52,60,10885.9,Active,Low,1
623,2716,559300,14.45,60,9321.67,Active,Low,0
624,14875,2256565,14.29,72,31341.18,Closed,High,1
625,7096,1936463,10.57,72,26895.32,Default,High,0
626,5385,669280,10.12,36,18591.11,Closed,Low,1
627,12133,1036770,11.44,24,43198.75,Default,Low,0
628,3509,1213566,8.41,60,20226.1,Active,Medium,0
629,11989,1142038,12.81,48,23792.46,Active,Medium,0
630,5338,462018,9.78,48,9625.38,Active,Medium,0
631,9296,647459,12.14,48,13488.73,Active,High,1
632,5222,686310,11.67,36,19064.17,Default,Low,0
633,7991,1208432,8.6,48,25175.67,Active,Medium,1
634,6791,1748330,12.47,48,36423.54,Closed,High,0
635,3144,891187,11.17,36,24755.19,Active,High,1
636,14720,647645,7.51,36,17990.14,Active,Low,0
637,5466,914754,11.39,48,19057.38,Active,Low,1
638,3861,1380802,11.97,48,28766.71,Closed,Low,0
639,5454,1569958,14.29,48,32707.46,Active,Low,1
640,8958,850089,9.92,60,14168.15,Active,Low,0
641,14158,1756978,13.9,36,48804.94,Default,High,0
642,2013,741806,8.47,36,20605.72,Active,Low,1
643,5864,2578258,13.12,72,35809.14,Active,Medium,0
644,6843,2130105,13.76,48,44377.19,Active,Medium,0
645,124,1178456,8.59,48,24551.17,Active,Low,1
646,11563,872593,13.92,24,36358.04,Closed,High,0
647,10658,631848,13.21,48,13163.5,Closed,Medium,1
648,2933,1344988,13.81,36,37360.78,Active,Low,1
649,12407,1063659,7.64,60,17727.65,Closed,Medium,1
650,11263,1022617,11.09,72,14203.01,Active,High,1
651,8125,554466,13.39,72,7700.92,Closed,Low,1
652,274,650655,9.06,36,18073.75,Active,Low,0
653,3563,2014835,11.25,24,83951.46,Active,Medium,1
654,3039,1078934,14.46,60,17982.23,Active,Low,0
655,3648,1279549,11.62,24,53314.54,Active,Low,0
656,2630,954988,8.29,72,13263.72,Closed,High,1
657,9293,1145272,11.94,24,47719.67,Active,Low,0
658,5981,596888,8.6,72,8290.11,Active,Low,1
659,4818,1227601,9.64,36,34100.03,Closed,Low,0
660,2610,907042,8.79,36,25195.61,Default,High,0
661,11958,701958,9.75,48,14624.12,Active,Low,0
662,4851,2114670,9.45,60,35244.5,Active,Medium,1
663,3647,1007885,7.9,48,20997.6,Active,Low,1
664,14699,853891,10.3,60,14231.52,Default,High,0
665,4631,857118,13.82,48,17856.62,Active,Medium,1
666,8226,1799928,12.28,48,37498.5,Active,Low,0
667,14041,925316,10.79,72,12851.61,Active,Low,1
668,10307,788395,12.1,72,10949.93,Closed,Low,0
669,10729,1164742,11.07,72,16176.97,Active,Medium,0
670,10735,1263792,7.94,24,52658,Active,Low,1
671,5577,697086,11.73,24,29045.25,Active,Medium,0
672,11258,1968776,13.29,24,82032.33,Active,Medium,0
673,6128,653842,8.37,60,10897.37,Default,High,0
674,2754,980471,13.11,36,27235.31,Closed,Low,0
675,20,746763,13.8,36,20743.42,Active,High,0
676,9675,2582519,12.44,24,107604.96,Active,High,1
677,13918,880675,12.16,60,14677.92,Closed,Medium,1
678,8680,667204,10.23,48,13900.08,Active,Medium,0
679,13867,2382900,13.03,24,99287.5,Closed,High,0
680,2361,2117162,11.42,60,35286.03,Default,High,1
681,6144,1180313,14.17,36,32786.47,Active,High,1
682,7912,1489180,12.66,72,20683.06,Active,High,0
683,11980,684331,13.45,36,19009.19,Active,High,1
684,14999,1031421,7.63,48,21487.94,Active,High,0
685,1804,1721644,8.99,24,71735.17,Default,Medium,1
686,8288,1309349,12.3,36,36370.81,Closed,Low,0
687,908,826904,13.9,60,13781.73,Active,Low,1
688,9239,820796,10.08,48,17099.92,Active,Medium,1
689,12792,1236542,12.37,36,34348.39,Active,Medium,0
690,10550,910553,9.84,60,15175.88,Active,Low,1
691,11299,2149696,9.56,24,89570.67,Active,High,1
692,2086,741431,9.38,24,30892.96,Active,Low,0
693,11645,1038336,13.03,48,21632,Active,Low,1
694,9268,1311064,8.71,72,18209.22,Closed,Low,0
695,2216,2376253,11.12,36,66007.03,Active,Low,0
696,1576,1940133,9.23,60,32335.55,Active,Medium,0
697,9318,660141,10.13,72,9168.62,Active,Medium,0
698,11290,855454,8.77,48,17821.96,Active,High,1
699,10304,1112781,11.85,24,46365.88,Closed,Low,1
700,8410,950465,8.08,60,15841.08,Closed,High,0
701,5533,1293721,12.95,36,35936.69,Active,High,0
702,1248,999365,12.95,48,20820.1,Active,Low,1
703,2520,1680014,13.18,36,46667.06,Active,Medium,1
704,7299,685197,9.59,48,14274.94,Active,High,0
705,7582,926506,12.28,24,38604.42,Default,Low,1
706,5624,2169939,9.98,60,36165.65,Active,Low,1
707,3289,662036,9.93,72,9194.94,Active,High,0
708,3323,894337,13.14,72,12421.35,Active,High,1
709,13579,695160,9.53,36,19310,Closed,Low,1
710,11283,714585,14.35,48,14887.19,Active,Medium,1
711,12850,1032312,11.89,24,43013,Active,Low,1
712,9863,2114943,8.78,60,35249.05,Active,High,0
713,6833,676853,8.18,60,11280.88,Closed,Medium,0
714,5091,799607,10.83,36,22211.31,Default,Medium,1
715,9188,1866609,12.86,36,51850.25,Active,High,0
716,12388,952615,7.69,24,39692.29,Default,High,0
717,11387,874510,13.43,36,24291.94,Active,Low,0
718,609,1815013,8.96,36,50417.03,Active,Low,0
719,6349,893130,10.16,36,24809.17,Closed,High,0
720,13982,2625966,10.88,24,109415.25,Active,High,0
721,12472,579864,14.38,72,8053.67,Default,Medium,1
722,12826,821792,12.06,36,22827.56,Active,Low,1
723,3479,710329,7.65,72,9865.68,Closed,Medium,0
724,12513,585966,9.5,36,16276.83,Active,Low,0
725,219,2007170,9.82,36,55754.72,Active,High,1
726,5490,1056557,9.69,36,29348.81,Active,Low,1
727,10634,1768416,13.89,48,36842,Active,Low,0
728,10977,1997561,11.32,36,55487.81,Closed,High,1
729,8371,1423484,11.88,72,19770.61,Active,High,0
730,13277,953709,12.28,60,15895.15,Active,Medium,1
731,328,2576606,11.66,48,53679.29,Active,Low,1
732,11455,868992,12.69,36,24138.67,Closed,Low,0
733,12348,781856,9.99,60,13030.93,Active,High,1
734,7637,1388578,13.83,72,19285.81,Active,Medium,0
735,3949,869691,9.36,24,36237.12,Active,High,1
736,5636,1709305,14.45,48,35610.52,Active,High,0
737,8673,982150,10.67,60,16369.17,Active,Low,1
738,2158,682973,11.45,48,14228.6,Active,Medium,1
739,6293,1016595,14.48,72,14119.38,Active,Medium,1
740,8512,922421,13.96,60,15373.68,Active,Medium,1
741,14555,2374877,9.4,24,98953.21,Active,Medium,1
742,12754,1182029,11.64,72,16417.07,Closed,High,0
743,5951,2394193,10.19,60,39903.22,Active,Low,0
744,1770,1681624,11.62,48,35033.83,Active,Low,0
745,12318,2393687,10.02,48,49868.48,Default,High,0
746,9662,974702,14.01,48,20306.29,Closed,High,1
747,3964,512591,12.24,24,21357.96,Active,Low,1
748,13204,956067,8.16,36,26557.42,Active,Low,0
749,9020,1295911,10.9,60,21598.52,Active,High,0
750,2272,1158881,8.41,60,19314.68,Active,Medium,1
751,5764,665762,10.16,72,9246.69,Active,Low,1
752,6890,876333,13.58,48,18256.94,Default,High,1
753,13121,576210,10.68,36,16005.83,Active,Medium,0
754,9680,2057740,9.45,24,85739.17,Closed,Low,1
755,9213,1497700,10.49,48,31202.08,Active,Medium,1
756,3711,989180,13.3,72,13738.61,Closed,Medium,0
757,4541,1129246,9.07,60,18820.77,Default,Low,0
758,5810,575027,9.15,72,7986.49,Active,High,0
759,1124,1164783,12,60,19413.05,Active,Low,0
760,12581,1928741,10.9,48,40182.1,Active,Low,1
761,1324,1383002,9.42,60,23050.03,Active,Medium,1
762,8890,1899947,13.64,72,26388.15,Active,High,1
763,13606,621526,8.26,24,25896.92,Closed,Medium,1
764,12358,2201895,8.79,60,36698.25,Closed,Low,0
765,6148,937055,13.88,24,39043.96,Default,High,0
766,7904,1172026,12.25,60,19533.77,Closed,Low,0
767,10890,1041222,10.63,24,43384.25,Default,High,0
768,3121,1229719,14.29,72,17079.43,Active,High,1
769,189,948470,11.27,24,39519.58,Active,High,1
770,14922,1188017,11.28,48,24750.35,Active,High,1
771,7498,783961,13.98,72,10888.35,Active,High,0
772,14360,1193234,13.7,36,33145.39,Active,High,0
773,5475,897296,11.75,48,18693.67,Active,Low,1
774,6649,566823,11.09,72,7872.54,Closed,Medium,1
775,4203,2037637,7.81,48,42450.77,Active,Low,0
776,4234,1016720,8.86,36,28242.22,Active,High,0
777,12205,1001216,13.76,48,20858.67,Active,High,1
778,13436,682805,11.24,72,9483.4,Active,High,0
779,3215,1191752,12.26,72,16552.11,Active,Medium,1
780,8185,653664,8.25,48,13618,Active,Low,1
781,2677,624854,13.35,24,26035.58,Active,Medium,1
782,10491,977235,9.76,24,40718.12,Active,Medium,0
783,4041,1315190,10.56,48,27399.79,Active,Medium,0
784,13030,587070,12.34,24,24461.25,Active,Medium,1
785,6897,638158,8.5,60,10635.97,Closed,Low,1
786,10753,1385374,8.94,36,38482.61,Active,High,1
787,2326,1271922,9.23,48,26498.38,Default,Medium,1
788,374,1245446,13.93,60,20757.43,Active,Low,1
789,4830,1749617,13.75,24,72900.71,Active,High,1
790,2316,802527,10.02,60,13375.45,Active,Low,1
791,3356,830705,8.48,72,11537.57,Active,Low,0
792,9319,683767,12.55,72,9496.76,Active,Low,0
793,2502,684661,10.94,60,11411.02,Active,Low,0
794,10156,1596836,8.06,24,66534.83,Default,Medium,1
795,12983,1562200,14.1,60,26036.67,Closed,Low,1
796,7804,992469,14.21,48,20676.44,Closed,Low,1
797,3257,757660,10.11,48,15784.58,Active,Low,1
798,11218,898006,11.48,72,12472.31,Active,Low,0
799,7361,768442,12.91,24,32018.42,Default,High,0
800,8564,562643,12.26,60,9377.38,Active,Low,0
801,2770,2320897,11.16,72,32234.68,Closed,Medium,0
802,4831,993789,9.88,36,27605.25,Active,Low,1
803,3166,842204,12.54,24,35091.83,Active,Low,0
804,5345,1199891,11.61,72,16665.15,Closed,Low,1
805,5404,660906,13.69,72,9179.25,Closed,High,0
806,7786,1084304,13.96,36,30119.56,Active,Medium,1
807,6988,601991,11.21,60,10033.18,Active,High,0
808,3858,651587,12.08,72,9049.82,Active,Medium,1
809,14495,1111293,13.16,60,18521.55,Active,Medium,0
810,5660,708073,8.97,72,9834.35,Active,High,0
811,4047,1037619,12.29,36,28822.75,Active,Medium,0
812,1088,1753804,11.55,24,73075.17,Active,High,0
813,9744,678606,14.3,72,9425.08,Active,Low,1
814,4217,1208888,14.01,24,50370.33,Active,High,1
815,9567,2611266,9.22,60,43521.1,Active,Medium,1
816,13077,691126,12.45,36,19197.94,Active,High,1
817,7727,1334832,13.79,36,37078.67,Active,High,1
818,14223,1252414,9.5,72,17394.64,Active,Low,0
819,4004,541348,10.51,60,9022.47,Closed,Low,1
820,1548,2555521,14.23,60,42592.02,Closed,High,0
821,5082,1028382,8.76,48,21424.62,Closed,Low,1
822,6492,802882,9.93,72,11151.14,Active,Low,0
823,7634,761278,9.65,60,12687.97,Default,Medium,0
824,1226,1083870,11,36,30107.5,Active,High,0
825,1359,780842,12.13,48,16267.54,Active,Low,0
826,3209,864954,10.15,48,18019.88,Active,Low,1
827,1721,989913,12.92,72,13748.79,Active,Low,0
828,8301,889799,8.87,24,37074.96,Closed,Low,0
829,11008,607797,10.21,60,10129.95,Active,Low,0
830,10708,1078466,12.35,60,17974.43,Active,High,0
831,9606,2268374,13.05,24,94515.58,Default,High,1
832,9249,1481976,12.44,72,20583,Closed,High,0
833,4991,1075161,9.12,60,17919.35,Active,High,0
834,10857,454100,11.6,36,12613.89,Closed,High,1
835,8355,1347228,8.02,72,18711.5,Closed,High,0
836,386,2632463,9.15,48,54842.98,Active,High,1
837,14952,999213,8.61,24,41633.88,Closed,Low,1
838,5693,1261238,8.11,24,52551.58,Active,Low,1
839,9823,2099758,14.36,72,29163.31,Default,Low,1
840,8461,1831380,13.86,72,25435.83,Active,High,1
841,2022,2025004,10.32,48,42187.58,Active,Medium,1
842,10363,1861908,12.46,24,77579.5,Active,Low,1
843,312,1529997,10.6,36,42499.92,Active,High,1
844,5901,931034,12.33,60,15517.23,Closed,Medium,0
845,8884,775521,11.69,36,21542.25,Closed,High,1
846,11000,949610,7.91,36,26378.06,Active,Medium,0
847,11251,918548,9.61,24,38272.83,Active,High,0
848,13538,734478,9.96,60,12241.3,Active,Medium,1
849,10135,1200605,10.63,36,33350.14,Active,High,0
850,13523,1823868,10.52,36,50663,Default,High,1
851,7525,1104361,9,24,46015.04,Active,Medium,0
852,3847,2062772,7.92,48,42974.42,Active,Low,0
853,11913,1965956,9.63,48,40957.42,Active,Medium,1
854,931,2129165,8.07,72,29571.74,Active,Low,0
855,8002,553284,11.25,72,7684.5,Default,Medium,1
856,7146,1509809,11.95,36,41939.14,Default,High,0
857,10570,846560,12.3,36,23515.56,Closed,Low,1
858,2821,1066285,7.98,60,17771.42,Active,Medium,1
859,2232,680473,13.12,72,9451.01,Active,Medium,1
860,14527,979264,12.32,72,13600.89,Active,Medium,1
861,13621,814369,8.77,60,13572.82,Closed,Low,0
862,11298,883517,13.02,72,12271.07,Active,High,1
863,151,1762164,13.59,24,73423.5,Active,Medium,0
864,11671,1880243,10.69,36,52228.97,Default,High,0
865,13421,1011290,14.24,24,42137.08,Active,Medium,1
866,8115,621590,8.87,24,25899.58,Default,Medium,0
867,9913,1359386,11.18,60,22656.43,Active,Low,1
868,1351,453880,13.55,36,12607.78,Active,Low,0
869,14272,795272,8.57,72,11045.44,Active,Medium,1
870,3106,1107220,12.11,72,15378.06,Closed,Medium,1
871,3222,1031903,9.21,60,17198.38,Active,Medium,0
872,1954,1830882,12.82,48,38143.38,Closed,High,0
873,5220,1025582,14.22,24,42732.58,Active,Medium,0
874,354,931932,9.37,24,38830.5,Active,Medium,1
875,2681,1050064,7.63,24,43752.67,Active,High,0
876,12190,901633,9.21,72,12522.68,Active,Low,0
877,13164,1125956,12.01,24,46914.83,Active,High,1
878,6181,2001504,12.16,48,41698,Default,Medium,1
879,8099,1835779,7.72,60,30596.32,Default,Medium,1
880,1715,1989103,10.16,72,27626.43,Active,Medium,1
881,14039,1132590,13.15,48,23595.62,Closed,Low,1
882,10444,1407928,9.56,24,58663.67,Active,High,0
883,9921,762269,10.57,72,10587.07,Active,High,1
884,13445,997852,11.25,24,41577.17,Active,Low,0
885,7088,1239333,14.29,60,20655.55,Closed,Low,1
886,12630,1285942,8.84,48,26790.46,Active,High,1
887,14811,925098,13.86,48,19272.88,Active,High,1
888,10288,1961753,7.88,24,81739.71,Closed,Medium,0
889,15,642423,8.85,72,8922.54,Active,High,0
890,13468,929354,9.35,72,12907.69,Active,Low,1
891,11875,456488,11.35,36,12680.22,Active,High,1
892,12389,1922012,7.83,48,40041.92,Active,High,0
893,534,746378,11.32,60,12439.63,Closed,High,1
894,7529,646194,11.63,36,17949.83,Active,High,0
895,2454,834442,9.5,36,23178.94,Closed,Medium,1
896,3208,1036905,14.31,72,14401.46,Active,Low,1
897,8048,577968,10.22,24,24082,Active,High,0
898,4334,901188,14.04,72,12516.5,Active,Medium,1
899,6460,490024,10.34,24,20417.67,Active,Low,0
900,3680,547764,13.01,60,9129.4,Active,Medium,1
901,1744,2131595,12.7,48,44408.23,Active,Low,1
902,4672,1869010,8.41,36,51916.94,Active,Medium,1
903,8296,1084526,12.59,60,18075.43,Default,High,0
904,3367,827740,9.45,60,13795.67,Active,High,0
905,5364,487457,12.82,60,8124.28,Default,Medium,1
906,4951,874585,13.28,36,24294.03,Active,Medium,0
907,13071,1079690,12.36,72,14995.69,Active,Low,0
908,9555,2330418,12.8,60,38840.3,Active,Low,0
909,569,2262253,10.3,36,62840.36,Active,Medium,0
